hr,alt_name,ra_ysb,dec_ysb,vmag,bv_color,parallax_ysb,ra_simbad,dec_simbad,parallax_simbad,iau_name,origin,note,source,constellation_common_name,constellation_alt_name,asterism
HR3083,,118.92,35.4128,6.23,0.28,,118.92011389432,35.412681519799996,15.3792,,,,,,,
HR3084,,118.1612,-38.8631,4.49,-0.19,0.012,118.16102760416666,-37.13718598138889,5.03,,,,,,,
HR3085,,118.2646,-36.3639,5.43,1.16,0.035,118.26461098387,-35.63623179256,4.0255,,,,,,,
HR3086,85    Gem,118.9163,19.8839,5.35,-0.04,0.009,118.91622686366,19.88396700814,6.4022,,,,,Gemini,Gem,
HR3087,,118.8808,8.8628,5.86,0.35,,118.88097190684,8.86283924354,25.8075,,,,,,,
HR3088,,118.1237,-54.3672,5.7,-0.15,,118.1239234922,-53.6328364225,2.4079,,,,,,,
HR3089,,118.2654,-49.6131,4.63,-0.23,,118.26514740625,-48.38695750916666,4.3,,,,,,,
HR309,,16.595,62.7617,6.54,0.19,,16.595071704520002,62.76138993736,15.0118,,,,,,,
HR3090,,118.3258,-48.1031,4.24,-0.14,,118.32565799875,-47.89706564555556,1.97,,,,,,,
HR3091,,118.5458,-35.8775,5.49,-0.19,,118.54587424681,-34.12271436435,4.1048,,,,,,,
HR3092,,118.6663,-34.8469,6.15,1.53,,118.66631896643,-33.15328880338,4.1248,,,,,,,
HR3093,,119.0996,4.4858,6.17,0.98,,119.0996126939,4.48556382761,4.1977,,,,,,,
HR3094,,119.5692,43.9775,6.34,1.06,,119.56902261419,43.977376393840004,7.2312,,,,,,,
HR3095,1    Cnc,119.2475,15.7903,5.78,1.28,,119.24771933625,15.79027830284,6.981,,,,,Cancer,Cnc,
HR3096,,118.8071,-30.9175,6.44,,,118.80770456079001,-29.082353746259997,3.1064,,,,,,,
HR3097,,119.3163,8.6414,6.05,1.0,,119.31617147207001,8.64121776144,9.6418,,,,,,,
HR3098,,119.3175,1.1269,6.35,0.5,0.005,119.31788866666668,1.127026,16.14,,,,,,,
HR3099,,119.095,-30.2853,6.33,1.66,,119.0946757896,-29.715429282499997,2.4158,,,,,,,
HR31,,2.6783,-12.58,5.85,1.01,,2.67847544659,-11.42010176379,13.729,,,,,,,
HR310,74Psi1Psc,16.4204,21.4733,5.34,-0.03,0.016,16.420600536865415,21.473191900011386,10.7087,,,,,Pisces,Psc,
HR3100,,118.7521,-52.5831,6.38,-0.01,,118.75177209513001,-51.416671245909995,3.0716,,,,,,,
HR3101,,118.9437,-43.845,6.02,-0.11,,118.94412991109041,-42.15494121215472,3.3868,,,,,,,
HR3102,11    Pup,119.2146,-22.88,4.2,0.72,0.023,119.2147458175,-21.119879448333332,6.25,,,,,Puppis,Pup,
HR3103,,119.5242,7.2136,6.41,-0.04,,119.52457236925001,7.2135276535,4.0143,,,,,,,
HR3104,,119.6312,16.5186,5.99,1.47,,119.63112894975,16.51868096195,1.917,,,,,,,
HR3105,,118.7217,-57.3031,5.63,1.3,0.009,118.72215555926,-56.69719215135,9.6718,,,,,,,
HR3106,,120.3363,59.0475,5.77,0.39,,120.33657437791003,59.04740239119,23.0228,,,,,,,
HR3107,,119.1012,-40.7364,6.78,-0.18,,119.10053918983,-39.26384011549,2.317,,,,,,,
HR3108,,124.2242,84.0578,6.49,0.03,,124.22462401088002,84.05764426319,5.9039,,,,,,,
HR3109,53    Cam,120.4267,60.3244,6.01,0.14,,120.42683494777,60.324390787000006,10.2405,,,,,Camelopardalis,Cam,
HR311,74Psi1Psc,16.4237,21.4653,5.56,-0.07,0.016,16.42379629454,21.465447779639998,11.3778,,,,,Pisces,Psc,
HR3110,14    CMi,119.5858,2.2247,5.29,0.92,0.027,119.5860901007,2.2247677134,12.7117,,,,,Canis Minor,CMi,
HR3111,,119.2412,-42.4061,6.09,1.36,,119.24095445769001,-41.59352354525,4.6811,,,,,,,
HR3112,,120.6283,63.0903,6.4,0.59,,120.62834897041998,63.090338946870006,7.7447,,,,,,,
HR3113,,119.4171,-30.3347,4.79,0.15,0.025,119.41710944214,-29.66542875772,1.7157,,,,,,,
HR3114,,119.2412,-43.5003,5.35,-0.18,,119.24083561429,-42.49959773348,1.621,,,,,,,
HR3115,,119.8962,13.2422,6.02,1.32,,119.89606453532001,13.242166351009999,9.3205,,,,,,,
HR3116,,119.3267,-44.1097,5.09,-0.17,,119.32675417525418,-43.890140172775276,3.1057,,,,,,,
HR3117,Chi Car,119.1946,-52.9822,3.47,-0.18,0.004,119.19466705582,-51.01765453702,5.6857,,,,,Carina,Car,
HR3118,,119.3333,-47.8903,6.22,-0.1,0.007,119.33359110026541,-46.10925524339472,5.3556,,,,,,,
HR3119,,120.6492,57.2736,6.49,0.62,0.038,120.64909724806998,57.27362641108,10.0413,,,,,,,
HR312,,17.3013,80.0117,6.29,,,17.30077448957,80.01158158872,7.9903,,,,,,,
HR3120,,119.0775,-60.5264,5.74,1.55,,119.07770136937,-59.47356491504,2.3473,,,,,,,
HR3121,,119.4658,-45.5778,5.17,1.27,0.009,119.46549649977,-44.422330940829994,11.2254,,,,,,,
HR3122,27    Mon,119.9337,-3.6797,4.93,1.21,0.008,119.93397109641,-2.32041433024,10.3645,,,,,Monoceros,Mon,
HR3123,12    Pup,119.7738,-23.3106,5.11,1.12,-0.003,119.77381262427,-22.689603466279998,3.7378,,,,,Puppis,Pup,
HR3124,2Ome1Cnc,120.2329,25.3928,5.83,1.02,,120.23280388714001,25.39283738944,5.3076,,,,,Cancer,Cnc,
HR3125,,120.2,19.8161,6.25,1.11,,120.20042862528,19.81621501266,7.6778,,,,,,,
HR3126,,119.2113,-59.1264,6.25,2.08,,119.21227814052001,-58.87423364689,2.2993,,,,,,,
HR3127,,120.2529,23.5831,6.34,,0.01,120.25325618719793,23.583082315834165,11.8728,,,,,,,
HR3128,3    Cnc,120.1971,17.3086,5.55,1.32,,120.19711479667,17.30870055262,4.0598,,,,,Cancer,Cnc,
HR3129,,119.56,-49.245,4.41,-0.17,,119.56016067831,-48.75508479444,2.7207,,,,,,,
HR313,77    Psc,16.455,4.9083,6.35,0.38,,16.45511381046,4.90837688486,22.5346,,,,,Pisces,Psc,
HR3130,,120.4796,35.4131,6.34,1.56,,120.47991793119002,35.41306630754,3.4086,,,,,,,
HR3131,,119.9667,-18.3992,4.61,0.08,0.021,119.96686484006,-17.60078308797,14.5984,,,,,,,
HR3132,4Ome2Cnc,120.4325,25.0897,6.31,0.01,,120.43232011652002,25.08946629905,7.5434,,,,,Cancer,Cnc,
HR3133,,119.5892,-51.4486,6.44,0.25,,119.58929807395,-50.55152665423,6.6531,,,,,,,
HR3134,5    Cnc,120.3763,16.4553,5.99,-0.02,,120.37620137937002,16.45531103421,6.5859,,,,,Cancer,Cnc,
HR3135,,120.1837,-2.8817,6.51,-0.07,,120.18389087770001,-1.11807969424,1.4536,,,,,,,
HR3136,,120.3075,4.8797,5.65,0.0,,120.30790951171001,4.87986726041,10.3925,,,,,,,
HR3137,,119.7575,-45.2161,5.99,-0.14,,119.75750577669001,-44.78416055281,2.8193,,,,,,,
HR3138,,119.4454,-60.3033,5.6,0.57,0.062,119.44547624683084,-59.69692807085917,61.836,,,,,,,
HR3139,,119.3021,-63.2969,6.14,-0.1,,119.30315685461,-62.703167065660004,6.9382,,,,,,,
HR314,77    Psc,16.4642,4.9094,7.25,0.49,,16.46430505337,4.9093837645,22.6816,,,,,Pisces,Psc,
HR3140,,119.8683,-39.2972,5.24,0.39,0.038,119.86819039666668,-38.70305340916667,18.0,,,,,,,
HR3141,28    Mon,120.3054,-1.3925,4.68,1.49,0.009,120.30556558416667,-0.6073906963888889,7.25,,,,,Monoceros,Mon,
HR3142,,119.8012,-49.9767,6.32,,,119.80127041547999,-48.02315013754,2.5463,,,,,,,
HR3143,,119.8058,-49.9736,6.34,,,119.80650474188,-48.0262292893,2.4073,,,,,,,
HR3144,,120.4613,8.9139,6.22,0.57,,120.46137307120003,8.91399143471,15.6241,,,,,,,
HR3145,,120.5663,2.3344,4.39,1.25,0.024,120.56640383833667,2.334571901765,12.5234,,,,,,,
HR3146,,120.0817,-45.4569,6.61,1.27,,120.08138437898,-44.54304990982,1.2414,,,,,,,
HR3147,,119.7104,-60.8244,5.81,-0.09,,119.71062893045,-59.17553876109999,2.4707,,,,,,,
HR3148,,120.0621,-48.9814,6.02,0.04,,120.06120508549999,-47.01848847777,8.9979,,,,,,,
HR3149,Chi Gem,120.8796,27.7942,4.94,1.12,0.016,120.87958206382,27.79435081264,12.7475,,,,,Gemini,Gem,
HR315,27    Cet,16.4033,-9.9792,6.12,1.01,,16.40367813237,-8.02067725778,10.8184,,,,,Cetus,Cet,
HR3150,,120.6083,-6.3372,6.33,0.62,0.007,120.60820622233,-5.662863127800001,8.8815,,,,,,,
HR3151,,120.1204,-48.8714,6.12,-0.11,,120.12067013052,-47.1282347604,2.3113,,,,,,,
HR3152,,119.9175,-60.2075,6.33,-0.06,,119.91702890694,-59.792649251449994,2.6043,,,,,,,
HR3153,,119.9067,-60.5869,5.17,1.74,-0.001,119.90642627724,-59.41293781994,2.2335,,,,,,,
HR3154,,120.4058,-37.2836,5.95,0.14,,120.40635921275002,-36.71627896459,5.7376,,,,,,,
HR3155,,120.5258,-37.0506,6.34,1.62,,120.52555889221,-36.94995476513,3.4985,,,,,,,
HR3156,,120.2079,-54.1514,5.87,-0.14,,120.20807663011,-53.84872596244,4.8129,,,,,,,
HR3157,,120.3454,-54.515,6.1,-0.04,,120.34601042142002,-53.4844708809,2.1702,,,,,,,
HR3158,,121.1883,18.8422,6.15,-0.05,,121.18876599867,18.84201968748,8.2402,,,,,,,
HR3159,,120.0833,-63.5675,4.82,-0.17,,120.08319492125,-62.43254387555555,6.53,,,,,,,
HR316,,16.7508,56.935,6.43,1.18,,16.7507271097,56.934971849659995,9.7512,,,,,,,
HR3160,,120.7671,-32.4639,5.82,1.22,,120.76733638377,-31.53645087996,6.3321,,,,,,,
HR3161,,120.3812,-55.455,6.28,-0.15,,120.38153144567002,-54.545343820099994,4.2427,,,,,,,
HR3162,,120.6867,-41.31,5.52,-0.15,,120.68659685264998,-40.69017471424,6.7621,,,,,,,
HR3163,8    Cnc,121.2688,13.1181,5.12,0.01,0.023,121.26870430222,13.118216512650001,15.8101,,,,,Cancer,Cnc,
HR3164,,121.4042,27.5297,6.21,0.01,0.007,121.40439904166668,27.52973386111111,3.4,,,,,,,
HR3165,Zet Pup,120.8962,-40.0033,2.25,-0.26,,120.89603141666669,-39.99685219444444,3.01,Naos,,,,Puppis,Pup,
HR3166,,120.8729,-42.9486,6.29,1.01,,120.87335598866001,-41.05167155917,3.3065,,,,,,,
HR3167,28    Lyn,121.7913,43.2603,6.26,-0.02,,121.79145473937001,43.26035926744,5.9615,,,,,Lynx,Lyn,
HR3168,14    Pup,121.1729,-19.7281,6.13,-0.16,,121.17257396059999,-18.271848880990003,1.4774,,,,,Puppis,Pup,
HR3169,9Mu 1Cnc,121.5767,22.6356,5.99,1.66,,121.5766480598,22.6354876549,5.4293,,,,,Cancer,Cnc,
HR317,28    Cet,16.5212,-9.8394,5.58,0.01,,16.5214526772,-8.16064479009,6.0959,,,,,Cetus,Cet,
HR3170,,121.0675,-32.675,5.31,1.91,0.024,121.06745629748998,-31.325169570379998,0.8126,,,,,,,
HR3171,,119.8171,-73.2447,6.34,0.14,,119.81568669676,-72.75582903097,7.6204,,,,,,,
HR3172,,121.4567,-0.5736,6.41,1.05,,121.45682030261,0.57330350272,6.5036,,,,,,,
HR3173,27    Lyn,122.1142,51.5067,4.84,0.05,-0.009,122.11437885215707,51.50666498681472,13.3269,,,,,Lynx,Lyn,
HR3174,,121.6146,-9.245,6.23,-0.07,,121.61422097154998,-8.75554149529,3.5883,,,,,,,
HR3175,,122.5158,58.2481,5.93,1.39,,122.51573721592,58.2482451388,4.7759,,,,,,,
HR3176,10Mu 2Cnc,121.9408,21.5817,5.3,0.63,0.034,121.94106771398,21.58181300396,41.9916,,,,,Cancer,Cnc,
HR3177,,121.4371,-33.5692,6.14,1.11,,121.43701943609,-32.430567531979996,1.4274,,,,,,,
HR3178,,121.1767,-50.5906,5.95,1.21,,121.17666508135,-49.40960363217,2.4039,,,,,,,
HR3179,,121.335,-46.9789,6.19,-0.15,,121.33459584247001,-45.02158801727,1.5646,,,,,,,
HR318,,16.7896,53.4983,6.38,,,16.78940996575,53.4981848368,2.2966,,,,,,,
HR3180,,121.2667,-53.1081,5.53,1.34,0.02,121.26545523058999,-52.89207902682,8.5687,,,,,,,
HR3181,,122.3463,42.4306,6.27,1.27,,122.3460528146,42.43060940607,5.4311,,,,,,,
HR3182,,123.2033,68.4742,5.32,1.04,0.021,123.20328409029999,68.47407325307,3.7121,,,,,,,
HR3183,,121.825,-20.5547,5.38,0.1,0.001,121.82516665102001,-19.4456568485,2.0071,,,,,,,
HR3184,12    Cnc,122.1767,13.6408,6.27,0.43,,122.17685700072998,13.64091872008,12.7085,,,,,Cancer,Cnc,
HR3185,15Rho Pup,121.8858,-24.3042,2.81,0.43,0.035,121.88603676458334,-23.695675570555554,51.33,Tureis,,,,Puppis,Pup,
HR3186,,121.1787,-62.8361,6.3,-0.1,,121.17888214503999,-61.16365466381,2.3716,,,,,,,
HR3187,,121.6683,-45.2664,5.05,1.5,-0.011,121.66808058894,-44.73398508972,1.9628,,,,,,,
HR3188,29Zet Mon,122.1483,-2.9839,4.34,0.97,0.003,122.14852761666666,-1.0162122055555556,3.08,,,,,Monoceros,Mon,
HR3189,,122.2371,-11.3397,6.32,0.01,,122.23685767295999,-10.660347525699999,4.6162,,,,,,,
HR319,75    Psc,16.64,12.9561,6.12,0.96,,16.640110652,12.95603738369,7.8743,,,,,Pisces,Psc,
HR3190,,122.1813,-20.3631,6.36,0.16,,122.18158262832999,-19.63682841791,0.9811,,,,,,,
HR3191,14Psi Cnc,122.6133,25.5072,5.73,0.81,0.029,122.61325358894791,25.507333925200832,24.8472,,,,,Cancer,Cnc,
HR3192,16    Pup,122.2567,-19.245,4.4,-0.15,,122.25682253833332,-18.754985539166665,7.01,,,,,Puppis,Pup,
HR3193,,122.84,38.7314,6.58,0.59,,122.84021218176001,38.73131261031,20.9,,,,,,,
HR3194,,122.3688,-16.2489,5.68,-0.17,,122.36889507583,-15.75108172712,3.1861,,,,,,,
HR3195,,122.1567,-37.6814,6.37,-0.04,,122.15684298023,-36.3187768494,1.3511,,,,,,,
HR3196,,122.2779,-30.3225,6.65,1.4,,122.2777447728075,-29.677141105323333,4.2387,,,,,,,
HR3197,,126.1371,82.4308,6.32,0.01,,126.13749737591999,82.43075832449,5.5281,,,,,,,
HR3198,,122.745,14.6294,6.23,0.02,,122.74535216839,14.6294736372,5.9773,,,,,,,
HR3199,,122.2925,-35.455,6.2,0.89,,122.29245342221,-34.544983316519996,7.8326,,,,,,,
HR32,,2.6608,-73.2244,6.64,0.37,,2.66069713812625,-72.77562924761277,13.8976,,,,,,,
HR320,,16.5321,-23.9925,6.14,1.09,,16.532142480450002,-22.00751558666,9.3694,,,,,,,
HR3200,,123.4592,56.4522,5.85,1.01,,123.45910540972001,56.452251113790005,6.0899,,,,,,,
HR3201,,122.8192,9.8211,6.07,-0.1,,122.81916215862,9.82123526797,5.0276,,,,,,,
HR3202,18    Pup,122.6658,-13.7992,5.54,0.49,0.047,122.66594003271,-12.20079390705,44.3395,,,,,Puppis,Pup,
HR3203,,122.29,-48.6844,5.7,-0.12,,122.28960261192002,-47.31558952438,3.7118,,,,,,,
HR3204,,122.3996,-44.1228,5.21,-0.19,,122.39964053195001,-43.87723257864,3.0591,,,,,,,
HR3205,,122.4488,-42.6406,6.26,-0.04,0.017,122.44871629176001,-41.35920014361,3.1028,,,,,,,
HR3206,Gam1Vel,122.3721,-47.3458,4.27,-0.23,,122.3721564041,-46.654718496579996,2.6052,,,,,Vela,Vel,
HR3207,Gam2Vel,122.3833,-47.3367,1.78,-0.22,0.017,122.38312554166666,-46.66341366666666,2.92,,,,,Vela,Vel,
HR3208,16Zet1Cnc,123.0529,17.6478,5.63,0.54,0.039,123.05300171203999,17.64764147554,40.8879,Tegmine,,,,Cancer,Cnc,
HR3209,16Zet1Cnc,123.0529,17.6478,6.02,0.54,0.039,123.05338437605124,17.64781814678639,40.9598,,,,,Cancer,Cnc,
HR321,30Mu  Cas,17.0683,54.9203,5.17,0.69,0.136,17.06792893936375,54.92015588923972,130.2881,,,,,Cassiopeia,Cas,
HR3210,16Zet2Cnc,123.0554,17.6478,6.2,0.6,0.039,123.05499829927,17.64849074025,41.1543,,,,,Cancer,Cnc,
HR3211,19    Pup,122.8179,-12.9269,4.72,0.95,0.031,122.81793876918377,-11.073001314326945,18.2747,,,,,Puppis,Pup,
HR3212,,122.8875,-7.7725,5.36,0.89,0.012,122.88751843737002,-6.2274609746900005,11.8421,,,,,,,
HR3213,,122.43,-47.9375,5.23,-0.21,,122.4298091606,-46.06280821186,2.9098,,,,,,,
HR3214,,123.0921,14.0039,6.54,,,123.09241214087999,14.00411855718,4.6138,,,,,,,
HR3215,15    Cnc,123.2871,29.6567,5.64,-0.07,,123.28695025009999,29.65653798891,4.672,,,,,Cancer,Cnc,
HR3216,,124.8842,75.7569,5.54,0.9,,124.88453774425,75.75690733417,11.2853,,,,,,,
HR3217,,122.1021,-63.8011,6.28,-0.06,,122.10266651639,-62.199179171450005,3.9426,,,,,,,
HR3218,,122.39,-56.0856,5.66,0.21,,122.39010551879002,-55.9146477176,8.2235,,,,,,,
HR3219,,122.7567,-37.2922,6.44,-0.01,,122.75701346652001,-36.707625197300004,0.7521,,,,,,,
HR322,Bet Phe,16.5208,-46.7186,3.31,0.89,0.021,16.520998,-45.281589305555556,0.12,,,,,Phoenix,Phe,
HR3220,,122.2529,-61.3025,4.76,0.43,0.055,122.2526538201975,-60.69762613926306,36.2472,,,,,,,
HR3221,,123.9604,60.3806,6.45,0.2,,123.96042218299667,60.38060030479528,5.9995,,,,,,,
HR3222,,123.2492,16.5142,6.01,0.89,,123.24887838145999,16.51432594304,6.3767,,,,,,,
HR3223,Eps Vol,121.9825,-68.6172,4.35,-0.11,,121.98247699144001,-67.38293536394,5.0597,,,,,Volans,Vol,
HR3224,,123.4238,23.1378,6.56,0.11,,123.42370720126,23.13773296618,9.8366,,,,,,,
HR3225,,122.8396,-39.6186,4.45,1.62,-0.006,122.83955595926001,-38.38145589016,2.3831,,,,,,,
HR3226,,122.8579,-42.9872,4.75,0.18,0.004,122.85788225583333,-41.01272256166666,0.78,,,,,,,
HR3227,,122.7962,-48.4619,5.82,-0.15,,122.79495751750001,-47.538007388349996,4.7225,,,,,,,
HR3228,,123.5462,17.6758,6.47,0.3,,123.54641663602,17.675954408320003,10.0432,,,,,,,
HR3229,20    Pup,123.3333,-15.7883,4.99,1.07,0.03,123.33319648832,-14.21177532511,3.1741,,,,,Puppis,Pup,
HR323,,16.6104,-35.6608,6.61,0.14,,16.61074714503,-34.339334646880005,5.7356,,,,,,,
HR3230,,123.1917,-29.9108,6.52,0.06,,123.19125305283998,-28.08924494205,7.3973,,,,,,,
HR3231,,123.5875,13.0483,6.38,,,123.58747833270999,13.04829603082,2.9714,,,,,,,
HR3232,,123.0,-46.6442,5.76,0.59,,122.99986135137999,-45.35565048974,1.2379,,,,,,,
HR3233,,123.2146,-37.9244,6.43,0.1,,123.21481042926,-36.07552481842,4.8393,,,,,,,
HR3234,,123.1288,-46.2642,6.03,-0.11,,123.1283055,-45.73571394444444,3.12,,,,,,,
HR3235,29    Lyn,124.46,59.5711,5.64,0.16,,124.46005840381,59.57113417877,11.3651,,,,,Lynx,Lyn,
HR3236,,125.1679,72.4072,5.98,1.54,,125.16800719327,72.40723150189001,3.5668,,,,,,,
HR3237,,123.3733,-35.8997,4.78,-0.11,,123.37298832,-34.10048160388889,3.51,,,,,,,
HR3238,,123.4212,-33.5692,6.37,1.14,,123.42114633795,-32.43047261473,8.074,,,,,,,
HR3239,,123.5458,-32.1408,6.06,-0.16,,123.54597673793998,-31.85928775552,2.4401,,,,,,,
HR324,41    And,17.0037,43.9419,5.03,0.11,0.031,17.003552754730002,43.942090379949995,16.432,,,,,Andromeda,And,
HR3240,,123.4933,-36.3225,5.08,-0.19,,123.49296760896002,-35.67772037868,2.3497,,,,,,,
HR3241,,123.495,-36.3411,6.11,-0.18,,123.49458431212999,-35.65922373024,2.3358,,,,,,,
HR3242,,123.555,-35.4906,5.78,1.02,,123.55523425450998,-34.50998121486,13.2991,,,,,,,
HR3243,,123.5121,-40.3481,4.44,1.17,0.01,123.51220570343997,-39.65213286103,10.489,,,,,,,
HR3244,,123.4008,-46.9919,5.13,-0.14,,123.40063698796,-45.00837165656,2.7446,,,,,,,
HR3245,,124.8221,62.5072,5.71,0.89,,124.82150023566999,62.50715622992,7.4023,,,,,,,
HR3246,,124.5658,54.1436,6.27,1.54,,124.56578194641,54.14369692424,4.1426,,,,,,,
HR3247,,123.3921,-50.1961,5.51,1.61,0.007,123.39269460753,-49.80392479719001,4.1002,,,,,,,
HR3248,,124.1413,11.7264,7.13,1.56,0.021,124.14094472106002,11.72624141722,3.9375,,,,,,,
HR3249,17Bet Cnc,124.1288,9.1856,3.52,1.48,0.012,124.12883745353417,9.185543957090834,10.1026,Tarf,,,,Cancer,Cnc,
HR325,,16.8046,-23.9964,6.37,0.23,,16.80385099697,-22.00366504271,14.3428,,,,,,,
HR3250,,123.5996,-45.8344,5.83,-0.2,,123.59947779942415,-44.1654859625925,4.0389,,,,,,,
HR3251,,123.9688,-30.9258,6.21,0.78,0.009,123.96891420833335,-29.074055972222222,10.22,,,,,,,
HR3252,,124.3821,8.8661,6.29,0.98,,124.38188068012,8.86630543719,3.6069,,,,,,,
HR3253,,123.9954,-35.9028,6.16,1.55,,123.99509256507,-34.096808131530004,1.5429,,,,,,,
HR3254,30    Lyn,125.1087,57.7433,5.89,0.39,,125.10858284410003,57.743279556190004,31.1333,,,,,Lynx,Lyn,
HR3255,,124.2258,-21.3203,6.6,0.02,,124.22594376276001,-20.67935059659,5.1638,,,,,,,
HR3256,,123.8471,-50.4494,6.44,1.49,,123.84689522221001,-49.55077784648,4.0841,,,,,,,
HR3257,21    Pup,124.3463,-16.285,6.16,0.01,,124.34638160422999,-15.71488689445,4.8316,,,,,Puppis,Pup,
HR3258,,125.1212,53.5744,6.49,0.28,,125.12122716217002,53.57409043748,16.5406,,,,,,,
HR3259,,124.5996,-12.6319,5.98,0.76,0.082,124.59977903433627,-11.367828559019443,79.4953,,,,,,,
HR326,,17.1388,58.2636,5.79,-0.01,,17.13944276248,58.26345139107,4.1778,,,,,,,
HR3260,,123.8163,-62.9158,5.16,0.09,0.031,123.81634445358002,-61.08435891423,12.717,,,,,,,
HR3261,,124.4929,-30.0033,6.45,1.04,,124.49283806897998,-29.9963022883,7.0501,,,,,,,
HR3262,18Chi Cnc,125.0163,27.2178,5.14,0.47,0.061,125.01608650106502,27.217705047748055,54.8749,,,,,Cancer,Cnc,
HR3263,,125.6837,60.6311,6.41,0.97,0.015,125.68362418291001,60.631236275330004,7.8249,,,,,,,
HR3264,,125.0875,20.7478,5.83,1.13,,125.08738303788002,20.74772120559,8.1653,,,,,,,
HR3265,,124.8129,-10.1658,6.32,0.33,,124.81284569384,-9.83424872899,9.0583,,,,,,,
HR3266,,124.5725,-35.4517,5.58,1.24,,124.57248002220001,-34.54829544152,7.3859,,,,,,,
HR3267,,124.5525,-37.3742,6.7,0.23,0.009,124.55332995833334,-36.62539375,2.45,,,,,,,
HR3268,19Lam Cnc,125.1338,24.0222,5.98,-0.03,,125.13390147397001,24.0223111489,5.7362,Piautos,,,,Cancer,Cnc,
HR3269,,124.9579,3.9478,6.05,0.97,,124.95776137124999,3.9480281094444445,5.93,,,,,,,
HR327,78    Psc,17.0054,32.0122,6.25,0.4,,17.00559848239,32.01212940206,23.3087,,,,,Pisces,Psc,
HR3270,,124.6387,-36.6594,4.45,0.22,0.057,124.638804355555,-35.34071078338778,34.5439,,,,,,,
HR3271,,125.0546,-0.9094,6.18,0.6,,125.05416482738,0.9093137792,26.2616,,,,,,,
HR3272,,125.0713,-5.3292,6.13,1.33,,125.0709047789,-4.67004571226,5.5304,,,,,,,
HR3273,,124.8725,-34.5903,6.43,-0.08,,124.87296513536,-33.409865538759995,2.748,,,,,,,
HR3274,,124.4825,-59.1669,6.42,0.39,,124.48223503307,-58.83317318465,12.6465,,,,,,,
HR3275,31    Lyn,125.7087,43.1881,4.25,1.55,0.023,125.70879165250003,43.18813122972222,8.53,Alsciaukat,,,,Lynx,Lyn,
HR3276,,125.1142,-22.9247,6.13,1.04,,125.11395127781002,-21.07532002075,4.1952,,,,,,,
HR3277,,125.9521,53.2197,5.51,0.11,0.03,125.95208880738998,53.21971259114,19.4989,,,,,,,
HR3278,,125.3342,-1.6022,6.5,0.02,0.009,125.33451795833332,-0.3979634166666667,6.39,,,,,,,
HR3279,,125.3383,-20.0792,5.58,0.77,,125.33843287513999,-19.920937126200002,4.8672,,,,,,,
HR328,79Psi2Psc,16.9883,20.7392,5.55,0.13,,16.98818324616,20.73906955072,17.9579,,,,,Pisces,Psc,
HR3280,,124.5788,-65.6133,5.07,1.15,0.013,124.57836195036002,-64.38680779044,10.9324,,,,,,,
HR3281,,125.4775,-17.5864,5.75,1.05,,125.47752578054,-16.41366289659,10.6885,,,,,,,
HR3282,,125.3458,-33.0544,4.83,1.45,0.03,125.34594178782999,-32.945634920930004,2.5049,,,,,,,
HR3283,,125.3375,-36.4844,5.2,-0.19,,125.33768500218999,-35.51582314152,2.3493,,,,,,,
HR3284,20    Cnc,125.8408,18.3322,5.95,0.17,0.011,125.84101196065998,18.33216179258,8.7606,,,,,Cancer,Cnc,
HR3285,,125.6258,-6.1792,6.15,0.22,,125.62568199924002,-5.82084321577,13.9491,,,,,,,
HR3286,,125.3508,-39.6208,6.16,0.17,,125.35077702385999,-38.37928451029,14.4676,,,,,,,
HR3287,,126.1783,42.005,6.02,1.59,,126.17823414674,42.00523932624,3.1911,,,,,,,
HR3288,,125.725,-7.5433,5.96,1.67,,125.72539397794,-6.45687808998,2.5849,,,,,,,
HR3289,22    Pup,125.695,-13.0547,6.11,1.0,,125.69519712687,-12.945207160519999,8.0949,,,,,Puppis,Pup,
HR329,30    Cet,16.9425,-9.7856,5.82,0.43,,16.942536478490002,-8.21444931881,21.3225,,,,,Cetus,Cet,
HR3290,21    Cnc,125.98,10.6319,6.08,1.49,,125.98003452169999,10.63206024011,4.1258,,,,,Cancer,Cnc,
HR3291,,125.7079,-26.3481,5.9,0.37,-0.009,125.70806943077,-25.65177702511,0.3596,,,,,,,
HR3292,,126.2704,35.0114,6.06,1.27,,126.27036082024,35.01140709881,4.0784,,,,,,,
HR3293,,125.3,-57.9731,5.97,-0.09,,125.30041316641999,-56.02677999339,1.5588,,,,,,,
HR3294,,125.6317,-48.4903,4.82,-0.15,,125.63205879166668,-47.50962136111111,1.9,,,,,,,
HR3295,,126.1517,-4.7169,6.01,0.46,,126.15181386083002,-3.2830007540499997,15.51,,,,,,,
HR3296,,125.8217,-38.2858,6.32,1.63,,125.82055504562999,-37.71392076905,2.6285,,,,,,,
HR3297,1    Hya,126.1458,-3.7511,5.61,0.46,0.057,126.14589243888003,-2.24875750776,36.9674,,,,,Hydra,Hya,
HR3298,,125.2821,-64.1061,6.12,0.93,,125.28182773877998,-63.89399772958,6.6194,,,,,,,
HR3299,25    Cnc,126.4579,17.0461,6.14,0.41,0.035,126.45782193696999,17.04626992457,21.9803,,,,,Cancer,Cnc,
HR33,6    Cet,2.8163,-15.4681,4.89,0.49,0.067,2.81607516478,-14.53202209211,52.9489,,,,,Cetus,Cet,
